DESTINO,SEXO,INGRESO_$,ENDEUDAMIENTO,PROGRAMA,EDAD_AÑO,MONTO_OTORGADO_$,FINANCIAMIENTO_INMUEBLE,Plazo_MESES
Construcción de vivienda,M,"1,452.00",49.15,Clase media,41,"61,741.00",99%,360
Construcción de vivienda,M,"2,321.00",48.22,Clase social,41,"31,667.00",90%,360
Construcción de vivienda,M,888.00,38.96,Clase social,41,"25,926.00",81%,120
Construcción de vivienda,M,935.00,53.17,Clase social,41,"29,630.00",97%,360
Construcción de vivienda,F,852.00,34.66,Clase social,41,"48,148.00",100%,360
Construcción de vivienda,M,819.00,32.56,Clase social,41,"48,148.00",74%,360
Compra de vivienda,M,"1,030.00",28.79,Clase social,41,"48,148.00",42%,360
Compra de vivienda,M,"4,890.00",50.96,Clase media,41,"124,146.00",88%,360
Construcción de vivienda,F,885.00,43.10,Clase media,42,"21,815.00",90%,300
Compra de vivienda,M,"1,267.00",33.34,Clase social,42,"19,630.00",65%,240
Construcción de vivienda,M,"1,046.00",50.11,Clase media,42,"143,693.00",100%,360
Compra de vivienda,M,"4,201.00",47.91,Clase media,42,"144,444.00",89%,240
Construcción de vivienda,F,964.00,43.70,Clase social,42,"48,148.00",100%,360
Construcción de vivienda,F,"1,167.00",29.88,Clase social,42,"48,148.00",100%,360
Construcción de vivienda,F,"2,395.00",54.55,Clase social,42,"30,333.00",90%,240
Construcción de vivienda,F,"2,077.00",30.32,Clase social,42,"32,333.00",97%,360
Construcción de vivienda,M,"1,699.00",29.03,Clase social,42,"30,752.00",95%,360
Construcción de vivienda,M,"1,687.00",46.98,Clase social,42,"31,667.00",95%,240
Construcción de vivienda,F,826.00,51.42,Clase social,42,"32,333.00",97%,360
Construcción de vivienda,F,"1,171.00",51.56,Clase social,42,"23,241.00",87%,360
Construcción de vivienda,F,929.00,0.00,Clase media,42,"44,446.00",85%,360
Compra de vivienda,F,"2,146.00",38.42,Clase media,42,"37,037.00",67%,240
Construcción de vivienda,M,"1,839.00",35.63,Clase media,42,"33,556.00",88%,240
Compra de vivienda,M,"2,360.00",49.26,Clase media,42,"8,519.00",81%,240
Construcción de vivienda,M,817.00,50.08,Clase social,42,"48,148.00",57%,360
Compra de vivienda,F,979.00,39.81,Clase social,42,"48,148.00",49%,360
Construcción de vivienda,M,"2,752.00",56.61,Clase media,43,"140,755.00",100%,330
Construcción de vivienda,M,"1,647.00",38.52,Clase media,43,"85,351.00",60%,360
Compra de vivienda,M,"1,938.00",50.88,Clase social,43,"28,802.00",89%,240
Construcción de vivienda,F,931.00,82.83,Clase media,43,"91,771.00",97%,360
Construcción de vivienda,F,"2,500.00",47.59,Clase social,43,"32,333.00",97%,360
Compra de vivienda,M,"1,232.00",50.87,Clase social,43,"32,333.00",97%,336
Construcción de vivienda,F,798.00,40.53,Clase social,43,"32,019.00",95%,360
Construcción de vivienda,M,"1,365.00",36.31,Clase social,43,"32,333.00",97%,300
Construcción de vivienda,F,"1,524.00",52.02,Clase social,43,"32,019.00",95%,360
Compra de vivienda,F,"1,816.00",40.64,Clase social,43,"30,537.00",91%,360
Construcción de vivienda,M,670.00,52.11,Clase media,43,"48,148.00",67%,300
Construcción de vivienda,M,"2,063.00",46.55,Clase social,43,"25,926.00",85%,360
Construcción de vivienda,F,"2,491.00",36.18,Clase media,43,"31,459.00",60%,228
Construcción de vivienda,M,"1,585.00",37.36,Clase social,43,"29,630.00",97%,360
Construcción de vivienda,M,"1,127.00",39.31,Clase social,43,"29,630.00",97%,360
Construcción de vivienda,F,"1,568.00",35.03,Clase social,43,"48,148.00",100%,360
Construcción de vivienda,F,815.00,30.90,Clase social,43,"48,148.00",64%,360
Compra de vivienda,F,"1,614.00",52.06,Clase media,43,"63,230.00",91%,360
Compra de vivienda,M,921.00,57.20,Clase media,43,"64,815.00",89%,360
Compra de vivienda,M,"1,261.00",41.05,Clase media,43,"55,605.00",71%,228
Compra de vivienda,M,"2,330.00",45.78,Clase social,44,"30,537.00",91%,300
Construcción de vivienda,F,"1,114.00",54.27,Clase social,44,"38,856.00",81%,360
Compra de vivienda,M,"1,464.00",44.41,Clase media,44,"34,512.00",84%,240
Construcción de vivienda,M,"2,468.00",50.21,Clase social,44,"32,693.00",97%,360
Construcción de vivienda,F,869.00,42.17,Clase social,44,"33,778.00",96%,360
Construcción de vivienda,M,923.00,29.12,Clase social,44,"48,148.00",100%,360
Construcción de vivienda,F,"1,881.00",52.50,Clase social,44,"25,926.00",85%,240
Construcción de vivienda,F,"1,718.00",22.55,Clase media,44,"48,148.00",100%,360
Construcción de vivienda,F,"1,187.00",40.13,Clase social,44,"48,148.00",100%,324
Construcción de vivienda,M,"2,400.00",47.94,Clase social,44,"32,693.00",97%,360
Construcción de vivienda,F,"1,933.00",46.64,Clase social,44,"32,407.00",96%,360
Compra de vivienda,F,850.00,55.79,Clase media,44,"14,815.00",52%,240
Construcción de vivienda,F,"1,037.00",25.14,Clase social,44,"48,148.00",100%,360
Construcción de vivienda,M,972.00,51.22,Clase social,44,"48,148.00",100%,360
Construcción de vivienda,F,"1,054.00",32.44,Clase social,44,"39,482.00",82%,360
Construcción de vivienda,F,"2,752.00",54.61,Clase media,44,"140,755.00",75%,330
Compra de vivienda,M,"1,898.00",35.74,Clase media,44,"90,000.00",80%,360
Compra de vivienda,F,"1,064.00",36.33,Clase media,44,"48,148.00",70%,360
Compra de vivienda,F,"1,303.00",40.40,Clase media,44,"70,178.00",85%,360
Compra de vivienda,M,"1,037.00",45.38,Clase social,44,"48,148.00",81%,360
Compra de vivienda,M,"3,033.00",21.28,Clase media,44,"86,056.00",75%,360
Compra de vivienda,M,778.00,115.67,Clase media,44,"66,593.00",50%,360
Compra de vivienda,F,"5,073.00",49.97,Clase media,44,"111,111.00",69%,360
Compra de vivienda,F,"1,481.00",32.51,Clase media,44,"57,593.00",57%,360
Construcción de vivienda,M,712.00,39.90,Clase media,45,"48,333.00",88%,360
Compra de vivienda,F,"1,736.00",29.98,Clase media,45,"113,333.00",90%,312
Construcción de vivienda,F,"1,706.00",51.87,Clase media,45,"80,000.00",88%,360
Compra de vivienda,M,"2,178.00",36.40,Clase social,45,"32,060.00",95%,180
Construcción de vivienda,F,"2,226.00",34.88,Clase media,45,"66,667.00",84%,360
Construcción de vivienda,F,"1,224.00",50.00,Clase social,45,"48,148.00",100%,360
Construcción de vivienda,M,872.00,55.90,Clase social,45,"32,019.00",95%,360
Construcción de vivienda,M,"2,470.00",33.24,Clase social,45,"30,333.00",90%,360
Construcción de vivienda,M,"2,445.00",55.79,Clase social,45,"32,333.00",97%,360
Compra de vivienda,F,569.00,42.67,Clase social,45,"32,019.00",95%,360
Compra de vivienda,M,"2,556.00",34.20,Clase media,45,"101,000.00",100%,360
Construcción de vivienda,F,"1,144.00",53.06,Clase social,45,"47,936.00",100%,240
Construcción de vivienda,F,"1,237.00",43.92,Clase social,45,"47,885.00",100%,360
Construcción de vivienda,F,"2,055.00",50.18,Clase social,45,"20,516.00",61%,360
Construcción de vivienda,M,"2,349.00",55.04,Clase media,45,"58,433.00",90%,360
Construcción de vivienda,F,721.00,51.07,Clase social,45,"33,889.00",96%,360
Construcción de vivienda,F,"1,105.00",16.83,Clase social,45,"48,148.00",100%,360
Construcción de vivienda,M,"1,114.00",23.34,Clase social,45,"37,037.00",93%,299
Compra de vivienda,M,900.00,30.24,Clase social,45,"48,148.00",96%,360
Compra de vivienda,F,"1,227.00",47.32,Clase social,45,"48,148.00",78%,360
Compra de vivienda,F,"1,415.00",44.60,Clase media,45,"61,741.00",75%,360
Construcción de vivienda,M,"1,018.00",53.22,Clase media,46,"110,000.00",89%,306
Construcción de vivienda,F,"1,412.00",28.49,Clase media,46,"56,564.00",90%,300
Construcción de vivienda,F,"1,070.00",0.00,Clase social,46,"32,222.00",96%,360
Construcción de vivienda,F,"2,161.00",36.79,Clase media,46,"40,728.00",33%,360
Compra de vivienda,F,"1,972.00",38.19,Clase media,46,"98,037.00",90%,360
Construcción de vivienda,M,"2,531.00",35.44,Clase media,46,"88,992.00",82%,240
Construcción de vivienda,F,"1,542.00",50.69,Clase social,46,"30,000.00",90%,360
Compra de vivienda,F,822.00,43.30,Clase social,46,"48,148.00",100%,360
Construcción de vivienda,F,"1,699.00",51.81,Clase social,46,"29,630.00",97%,360
Construcción de vivienda,F,"4,444.00",52.99,Clase media,46,"147,702.00",100%,360
Construcción de vivienda,F,"1,048.00",51.46,Clase social,46,"48,148.00",100%,348
Compra de vivienda,F,"2,473.00",53.02,Clase media,46,"66,296.00",100%,240
Construcción de vivienda,M,963.00,36.09,Clase social,46,"48,148.00",64%,360
Compra de vivienda,M,913.00,35.00,Clase social,46,"48,099.00",91%,360
Compra de vivienda,M,"6,302.00",53.10,Clase media,46,"146,274.00",76%,180
Compra de vivienda,M,"2,604.00",55.88,Clase media,46,"70,370.00",98%,360
Compra de vivienda,M,"1,997.00",25.18,Clase media,46,"70,169.00",78%,360
Construcción de vivienda,M,"1,375.00",33.02,Clase media,47,"48,333.00",88%,360
Construcción de vivienda,F,971.00,49.20,Clase social,47,"48,148.00",100%,288
Construcción de vivienda,M,"1,232.00",46.56,Clase media,47,"50,662.00",88%,240
Construcción de vivienda,M,900.00,31.61,Clase social,47,"48,148.00",100%,347
Construcción de vivienda,M,"1,000.00",49.92,Clase social,47,"29,630.00",97%,360
Compra de vivienda,M,816.00,53.02,Clase social,47,"48,148.00",90%,360
Construcción de vivienda,F,"2,290.00",38.76,Clase social,48,"48,148.00",100%,324
Compra de vivienda,F,796.00,48.69,Clase social,48,"48,141.00",100%,276
Construcción de vivienda,M,"2,073.00",41.47,Clase media,48,"111,111.00",82%,243
Construcción de vivienda,F,"2,493.00",47.11,Clase media,48,"65,185.00",58%,360
Construcción de vivienda,M,"1,700.00",48.03,Clase media,48,"107,407.00",80%,240
Construcción de vivienda,F,736.00,28.29,Clase media,48,"75,185.00",90%,360
Construcción de vivienda,M,"1,037.00",25.89,Clase social,48,"48,148.00",100%,336
Construcción de vivienda,F,"1,928.00",29.06,Clase media,48,"30,000.00",90%,360
Construcción de vivienda,M,"2,061.00",30.53,Clase social,48,"28,148.00",95%,240
Construcción de vivienda,F,"1,597.00",51.54,Clase social,48,"32,333.00",97%,360
Construcción de vivienda,M,"2,117.00",36.56,Clase social,48,"32,333.00",97%,360
Construcción de vivienda,F,"1,840.00",53.76,Clase social,48,"28,333.00",90%,360
Compra de vivienda,M,"2,724.00",53.34,Clase media,48,"48,148.00",87%,240
Construcción de vivienda,M,"1,318.00",50.74,Clase media,48,"48,148.00",88%,360
Compra de vivienda,M,"3,037.00",56.53,Clase media,48,"146,296.00",92%,360
Construcción de vivienda,F,"1,111.00",39.40,Clase social,49,"48,148.00",100%,264
Compra de vivienda,F,"1,756.00",55.66,Clase social,49,"34,107.00",97%,360
Construcción de vivienda,M,650.00,30.80,Clase media,49,"40,018.00",90%,360
Construcción de vivienda,F,970.00,51.19,Clase social,49,"32,333.00",97%,360
Construcción de vivienda,M,869.00,48.48,Clase media,49,"59,176.00",90%,360
Construcción de vivienda,F,"1,025.00",35.61,Clase social,49,"25,926.00",85%,288
Construcción de vivienda,M,"1,111.00",34.99,Clase social,49,"32,019.00",95%,360
Compra de vivienda,M,"2,385.00",35.17,Clase social,49,"31,481.00",95%,360
Compra de vivienda,M,"1,960.00",42.52,Clase media,49,"102,071.00",94%,360
Compra de vivienda,M,"1,292.00",37.45,Clase media,49,"66,623.00",67%,324
Compra de vivienda,F,"1,494.00",55.86,Clase media,50,"25,481.00",52%,360
Construcción de vivienda,M,"2,096.00",29.65,Clase media,50,"53,333.00",93%,240
Construcción de vivienda,M,"2,963.00",52.50,Clase media,50,"148,148.00",73%,300
Construcción de vivienda,F,"1,860.00",40.15,Clase social,50,"32,333.00",97%,240
Construcción de vivienda,F,"1,286.00",37.95,Clase media,50,"33,833.00",90%,240
Compra de vivienda,M,"1,956.00",36.03,Clase media,50,"44,444.00",80%,240
Construcción de vivienda,M,"1,058.00",40.61,Clase social,50,"48,148.00",100%,304
Compra de vivienda,F,931.00,82.83,Clase media,50,"91,771.00",56%,360
Compra de vivienda,F,"2,091.00",39.21,Clase social,51,"26,667.00",89%,360
Construcción de vivienda,F,"1,280.00",45.40,Clase media,51,"107,407.00",76%,360
Construcción de vivienda,M,"1,452.00",39.06,Clase social,51,"29,907.00",95%,240
Compra de vivienda,F,773.00,45.74,Clase social,51,"46,296.00",96%,288
Construcción de vivienda,F,"2,213.00",53.91,Clase social,51,"19,630.00",83%,360
Compra de vivienda,F,"6,302.00",53.10,Clase media,51,"144,844.00",98%,180
Construcción de vivienda,F,"1,114.00",22.34,Clase social,51,"37,037.00",78%,240
Construcción de vivienda,F,903.00,41.68,Clase social,51,"29,857.00",97%,360
Compra de vivienda,F,"1,333.00",43.91,Clase media,51,"54,815.00",89%,360
Construcción de vivienda,F,"1,227.00",28.60,Clase social,52,"28,746.00",95%,240
Compra de vivienda,M,653.00,54.42,Clase social,52,"28,261.00",95%,240
Construcción de vivienda,F,"2,064.00",29.06,Clase media,52,"33,833.00",90%,240
Compra de vivienda,F,"1,806.00",43.87,Clase social,52,"31,481.00",95%,360
Construcción de vivienda,M,"2,049.00",39.68,Clase social,52,"29,630.00",97%,360
Construcción de vivienda,F,"1,277.00",48.36,Clase social,52,"48,148.00",93%,360
Compra de vivienda,F,982.00,67.00,Clase social,52,"48,148.00",65%,360
Compra de vivienda,M,"1,614.00",29.07,Clase media,53,"25,000.00",87%,360
Construcción de vivienda,F,"1,339.00",36.73,Clase media,53,"30,000.00",89%,360
Construcción de vivienda,F,555.00,31.05,Clase media,53,"50,588.00",90%,300
Compra de vivienda,M,821.00,48.30,Clase social,53,"48,148.00",46%,360
Compra de vivienda,M,"1,259.00",81.43,Clase media,53,"80,742.00",56%,360
Compra de vivienda,F,"1,889.00",46.76,Clase media,54,"27,473.00",90%,240
Construcción de vivienda,F,669.00,30.72,Clase social,54,"32,333.00",97%,348
Construcción de vivienda,F,"1,717.00",51.35,Clase social,54,"34,130.00",97%,240
Construcción de vivienda,F,"1,340.00",53.16,Clase social,54,"32,014.00",95%,360
Compra de vivienda,M,"3,004.00",50.51,Clase media,54,"128,741.00",74%,360
Construcción de vivienda,F,"2,199.00",34.54,Clase media,55,"38,630.00",83%,336
Construcción de vivienda,M,"2,039.00",36.90,Clase media,55,"11,481.00",50%,240
Construcción de vivienda,M,"1,265.00",42.85,Clase media,55,"18,519.00",43%,180
Construcción de vivienda,M,"2,027.00",37.49,Clase social,55,"25,926.00",85%,240
Construcción de vivienda,F,"1,284.00",39.30,Clase social,55,"48,148.00",48%,360
Compra de vivienda,F,"1,974.00",40.28,Clase social,56,"30,611.00",92%,324
Construcción de vivienda,M,"1,490.00",46.31,Clase media,56,"86,126.00",89%,312
Construcción de vivienda,F,"1,568.00",38.51,Clase social,56,"32,333.00",97%,360
Compra de vivienda,F,"2,421.00",34.11,Clase media,57,"66,667.00",85%,312
Construcción de vivienda,F,"1,261.00",44.05,Clase media,57,"55,605.00",100%,231
Compra de vivienda,F,"2,139.00",42.93,Clase media,58,"100,000.00",85%,312
Compra de vivienda,M,"1,318.00",35.52,Clase media,58,"46,296.00",89%,300
Construcción de vivienda,F,"1,628.00",35.07,Clase social,58,"31,667.00",94%,312
Construcción de vivienda,F,"1,091.00",45.35,Clase social,58,"34,130.00",97%,240
Compra de vivienda,F,"1,460.00",0.00,Clase media,59,"40,338.00",81%,300
Compra de vivienda,M,"1,177.00",48.06,Clase media,60,"56,833.00",83%,240
Construcción de vivienda,F,904.00,35.48,Clase media,60,"27,778.00",80%,288
Compra de vivienda,M,"1,393.00",47.29,Clase social,64,"28,741.00",97%,240
Construcción de vivienda,F,"2,287.00",34.31,Clase media,65,"27,805.00",79%,240
Construcción de vivienda,M,"2,207.00",50.36,Clase media,67,"48,167.00",90%,204
Compra de vivienda,M,926.00,30.07,Clase social,67,"48,148.00",78%,360
Compra de vivienda,F,"2,071.00",44.69,Clase media,71,"37,037.00",67%,180
Compra de vivienda,F,"2,267.00",38.02,Clase media,71,"44,444.00",80%,144
